Gene_name,Gene_description,Stromal vehicle replicate 1,Stromal vehicle replicate 2,Stromal vehicle replicate 3,Stromal estrogen replicate 1,Stromal estrogen replicate 2,Stromal estrogen replicate 3,Der_JY01M004_(MoGene-2_0-st).Dermis.rma-gene-full-Signal,Der_JY01M005_(MoGene-2_0-st).Dermis.rma-gene-full-Signal,Der_JY01M006_(MoGene-2_0-st).Dermis.rma-gene-full-Signal,WT_JY01M001_(MoGene-2_0-st).Dermis.rma-gene-full-Signal,WT_JY01M002_(MoGene-2_0-st).Dermis.rma-gene-full-Signal,WT_JY01M003_(MoGene-2_0-st).Dermis.rma-gene-full-Signal
Zfp9,zinc finger protein 9,3.162112161,3.315358642,3.31384718,3.852678903,4.576097342,3.993215454,8.928573,8.02706,8.726696,8.546744,8.056798,8.211474
Zfp882,zinc finger protein 882,1.023541534,0.877730007,1.470733964,4.888152343,1.307406695,0.021504641,6.321406,6.519362,6.343391,6.15292,6.463537,6.479168
Zfp879,zinc figer protein 879,-0.410249173,-0.380478623,-0.564394177,0.646356294,-0.321783825,0.071607345,5.890798,5.787213,5.715169,5.778343,5.942801,5.846687
Zfp874b,zinc finger protein 874b,3.307893848,3.39374731,3.855978012,4.565821519,4.549216246,4.449070611,4.376089,4.132007,3.841085,4.848532,5.321864,5.212638
Zfp874a,zinc finger protein 874a,0.350776235,0.220517564,0.031257291,0.275395406,0.261254386,0.186454164,7.383038,6.890429,7.398053,7.378427,7.77898,7.511323
Zfp873,zinc finger protein 873,-0.079454575,1.307135509,0.979083424,0.988867735,1.510028568,2.749137786,6.294041,6.012712,6.260542,6.364505,6.278429,5.967523
Zfp872,zinc finger protein 872,-2.665836835,-3.014143696,-2.083649614,-3.30199104,-3.421675711,-3.083264412,5.33335,5.98218,5.274233,5.720191,5.322138,5.404634
Zfp871,zinc finger protein 871,2.768579981,2.815156287,2.804536125,3.254772495,3.630478539,3.287508978,9.858857,9.777309,9.728968,9.92909,9.887461,9.918204
Zfp870,zinc finger protein 870,-0.957196193,-0.444431258,0.693125323,-0.457802113,-1.136408778,1.229456832,7.381297,7.323685,7.26912,7.294302,7.197496,7.104709
Zfp87,zinc finger protein 87,1.738632322,2.229913936,2.048776174,2.024144903,1.569919439,2.272739452,7.813891,7.264632,7.367503,7.58002,7.190619,7.277691
Zfp869,zinc finger protein 869,0.923899005,1.118594899,1.161918066,0.735283879,0.842198168,0.970703874,8.341749,8.330275,8.219698,8.600928,8.545966,8.612409
Zfp868,zinc finger protein 868,2.639916709,3.320407949,2.668374124,4.178362815,3.822643041,3.69386892,7.953825,8.039347,7.921909,8.657877,8.480641,8.388975
Zfp867,zinc finger protein 867,1.190834107,1.583752802,1.124470827,1.4892847,0.78923055,1.359201269,6.667399,6.199463,6.486155,6.135102,5.941123,6.2012
Zfp866,zinc finger protein 866,-0.419217638,-1.385035823,-0.000627873,-0.060958206,-0.615764715,0.165315914,7.570673,7.04369,7.180125,7.174675,6.816953,7.041526
Zfp865,zinc finger protein 865,-1.025449685,-0.26740433,-1.349113834,-0.59325831,-0.89505087,-0.865211372,8.280073,8.582516,8.544181,8.355955,8.344826,8.369565
Zfp853,zinc finger protein 853,-0.373275319,0.574228202,0.937219711,0.663760989,0.964622571,0.318667963,7.027405,7.017001,7.235711,7.27814,6.904802,7.45017
Zfp846,zinc finger protein 846,1.303590466,2.705906812,3.363130752,2.401517794,4.141348711,3.550324759,7.673117,7.719467,7.898216,7.469137,7.356979,7.352841
Zfp84,zinc finger protein 84,1.810796085,2.290769631,1.967970771,1.840851531,2.062476404,1.862648594,9.036696,9.492319,9.359183,9.693281,9.692213,9.655116
Zfp839,zinc finger protein 839,-0.738643937,1.319148376,-0.750450834,-1.050151771,-0.24269854,1.163996306,6.94777,6.872718,7.172021,6.998135,6.930533,6.979122
Zfp831,zinc finger protein 831,-1.358718852,-0.50207631,-0.54424883,-0.269113014,-0.643979071,-0.278214362,5.251179,6.105581,5.527138,5.47176,5.766509,5.528487
Zfp830,zinc finger protein 830,1.622012486,1.699276984,1.695013535,1.999146086,2.226631749,1.973336766,7.481142,7.92763,7.580204,8.004857,7.760468,7.968689
Zfp827,zinc finger protein 827,-3.154005998,-3.435842087,-2.577338494,-4.904858595,-4.261395903,-3.878840008,7.144708,7.006204,7.332311,6.488281,6.621811,6.620062
Zfp825,zinc finger protein 825,1.916056218,2.236158653,2.229544344,2.939615346,2.768405687,2.874942928,8.232268,8.196651,8.369268,7.916192,7.706374,8.141375
Zfp821,zinc finger protein 821,-1.69219319,-1.805787784,-2.049947647,-2.781284718,-2.979739985,-2.691506218,8.780151,8.029354,8.270439,8.500909,7.801087,8.148872
Zfp820,zinc finger protein 820,2.178015332,2.738725412,2.219817168,2.492880639,2.81872197,2.75836481,4.619288,4.410668,4.388929,4.656925,4.714801,4.397129
Zfp82,zinc finger protein 82,3.246941445,1.838352728,0.009756581,4.314389997,3.27980326,2.475903005,5.685431,5.655254,5.645882,5.629603,5.929725,5.509206
Zfp819,zinc finger protein 819,0.802419303,-0.524774801,0.042897435,0.991720424,-0.430549557,0.517033974,5.862353,5.701872,5.632093,5.929767,5.577539,5.781528
Zfp811,zinc finger protein 811,0.507381497,0.206681782,2.968845131,-0.27555073,1.03961779,-0.210422423,4.274339,5.254337,4.153959,4.773347,4.701464,4.618632
Zfp810,zinc finger protein 810,-0.311082847,4.039879796,1.365815029,0.168871398,1.558894418,0.081870072,6.096672,5.816098,6.088792,5.746217,6.084381,5.787299
Zfp81,zinc finger protein 81,2.800625624,3.286767702,2.968006946,4.213832783,3.5211978,4.94927647,7.632626,7.853624,7.79953,7.943425,7.747542,7.830527
Zfp809,zinc finger protein 809,1.402314542,1.337547268,1.325333997,1.563088089,1.097436827,1.35647371,8.901364,8.759638,8.732985,8.892959,8.547749,8.667812
Zfp808,zinc finger protein 80,2.058858667,2.041026372,1.907531782,2.769877892,2.32050194,1.72039905,6.782924,6.662774,6.925437,6.639961,6.425444,6.734974
Zfp804a,zinc finger protein 804A,1.008000449,2.940685025,1.156448482,1.677865841,0.459223624,1.228802858,6.16185,6.180257,6.143042,5.590886,5.243594,5.244233
Zfp800,zinc finger protein 800,2.162595088,2.838687424,2.763265795,3.225649376,3.110189515,3.186288738,10.01698,10.67159,10.37165,10.53288,10.97028,10.78167
Zfp799,zinc finger protein 799,3.01697645,2.257568313,2.394721266,2.927944796,1.799703439,3.411587297,7.512918,7.522401,7.339904,7.223184,6.93064,6.891944
Zfp791,zinc finger protein 791,-1.729287364,-1.905079124,-1.420021572,-2.812058907,-2.487024328,-2.175387859,5.352122,5.490015,5.582468,5.448485,5.361276,5.145918
Zfp790,zinc finger protein 790,3.385168532,4.730503322,3.40669821,4.40234631,5.804811165,4.706919701,7.829078,8.143044,7.988259,7.924177,8.094913,8.062757
Zfp788,zinc finger protein 788,1.342126912,1.38489915,1.256906327,1.49579678,0.914231486,2.175888542,7.332669,6.712979,7.198208,7.089044,6.772111,7.286161
Zfp787,zinc finger protein 787,-1.815598036,-2.44546069,-1.751127798,-1.58798669,-1.735071488,-1.628655028,8.298982,8.674116,8.552536,8.344921,8.502333,8.585743
Zfp786,zinc finger protein 786,0.308598237,-0.070695783,1.622976242,-0.903094589,1.17984135,-0.91990012,6.205219,6.266935,6.366883,6.433647,6.279754,6.29147
Zfp784,zinc finger protein 784,-3.06103874,-3.107387954,-1.513681506,-2.979454644,-3.335787563,-3.227251115,6.936882,6.648436,6.82286,6.819808,6.678904,6.747102
Zfp783,zinc finger protein 783,0.158503704,-0.146673561,1.305407331,0.959034753,1.102129045,0.778098251,7.798495,8.041739,8.070116,8.337051,8.200756,8.213979
Zfp781,zinc finger protein 781,2.86730925,3.124193466,2.696799155,3.299553261,4.055096246,3.236640628,6.913505,7.201915,6.608282,7.108866,7.536708,7.398522
Zfp780b,zinc finger protein 780B,1.818835438,-0.734752689,0.06983765,1.540019232,1.759600247,1.433842161,6.694042,6.867135,7.128166,6.58966,6.643536,6.627745
Zfp78,zinc finger protein 78,0.673967203,1.583401365,1.954738194,0.485380579,1.470079063,2.878881466,6.301341,5.479996,5.824868,5.515919,5.97048,5.449933
Zfp777,zinc finger protein 777,2.292176564,0.01855513,1.086023822,2.070047983,1.660112161,2.0584375,8.098352,8.516072,8.37888,8.302254,8.210791,8.330402
Zfp775,zinc finger protein 775,-0.161258628,0.216970028,-0.095068976,0.26509084,0.297363848,0.430982718,7.535974,7.434912,7.221089,7.207366,7.459405,7.244661
Zfp773,zinc finger protein 773,3.201803639,2.898150802,3.33114784,2.890094967,3.068337069,3.532180879,5.653687,5.354637,5.239841,5.406606,5.50757,5.335755
Zfp772,zinc finger protein 772,3.553476417,2.553731984,3.457831997,2.016221775,4.264298781,4.555019874,7.660041,7.959113,7.901907,7.473259,7.898333,7.603439
Zfp771,zinc finger protein 771,-2.984923664,-3.338693501,-2.877876107,-2.785237668,-3.121371741,-3.038791052,9.156466,8.806411,8.918759,8.730232,8.608671,8.608671
Zfp770,zinc finger protein 770,1.174835886,2.260142915,1.783095652,1.934331339,2.762685084,2.316738131,8.31053,8.072289,8.411552,8.380661,8.517255,8.651834
Zfp768,zinc finger protein 768,-1.889252936,-1.681446033,-1.64685801,-1.527681634,-1.859423279,-2.489251078,8.737272,8.693068,8.749113,8.487193,8.385065,8.349583
Zfp764,zinc finger protein 764,0.72016167,0.082542493,0.263887531,0.11561322,0.231439971,0.566659257,9.061242,9.127537,9.166081,8.877682,8.434915,8.797042
Zfp763,zinc finger protein 763,-0.606675264,-0.395552836,-0.773808398,0.360250619,-0.417529934,-0.366169677,6.63829,6.18889,6.001676,6.355411,6.111572,6.195773
Zfp760,zinc finger protein 760,-0.082209504,0.497921946,-0.713124043,3.091576951,2.077490492,0.505448045,6.79363,6.469914,6.623619,6.850932,6.483286,6.606995
Zfp759,zinc finger protein 759,-0.567089817,-0.091871644,0.812449645,0.176975001,-0.135740062,-0.416865169,5.361163,5.034189,5.243838,5.343596,5.101993,5.519524
Zfp758,zinc finger protein 758,2.188189143,2.986146881,2.799846544,3.331367823,3.492454638,2.859851758,5.715398,5.648447,5.673963,6.065783,6.015689,6.24756
Zfp750,zinc finger protein 750,-0.917099697,1.382136205,-1.026482323,-0.199238477,-0.361192539,-1.267539423,6.020175,5.852039,6.050607,6.005137,6.740133,5.924365
Zfp748,zinc finger protein 748,1.745973377,0.790920285,2.149770495,-0.243094622,-0.143991756,0.120933951,7.2384,7.314477,7.315032,7.282598,7.123247,7.20643
Zfp747,zinc finger protein 747,0.394434026,0.344830495,0.850666012,1.002983732,1.196272159,2.389430608,8.41118,8.884722,8.81515,8.881914,8.643486,8.819749
Zfp746,zinc finger protein 746,0.340422653,-0.21341896,-0.234136389,0.159331678,0.621893444,0.037121556,9.432245,9.473963,9.514826,9.336586,9.040161,9.086744
Zfp740,zinc finger protein 740,1.138460872,0.984430716,1.324357421,0.664569981,1.061879883,1.153583432,9.37919,9.159913,9.261715,9.333528,8.942887,9.264172
Zfp74,zinc finger protein 74,0.674002337,0.882726837,1.182606389,0.703847829,1.343927499,1.67997662,7.538267,7.306941,7.331389,7.252069,7.030343,7.13609
Zfp735,zinc finger protein 735,-0.071330687,0.802331648,0.012910961,0.004218056,-0.038808935,0.250191979,3.210875,2.823863,2.831412,2.812644,2.917835,2.69258
Zfp72,zinc finger protein 72,1.073855683,1.13654624,1.24343555,0.833183288,0.436526419,0.927120869,5.111464,4.271075,4.697239,4.339064,4.403182,4.447423
Zfp719,zinc finger protein 719,2.133367752,2.031909363,1.680677931,2.397979957,1.816134483,2.694214903,9.056214,9.142437,9.119068,9.322081,9.338197,9.370608
Zfp715,zinc finger protein 715,1.824369774,2.384275401,1.905177989,1.236802824,2.916141134,2.198139348,7.898163,7.847634,7.676401,8.134737,7.986436,8.204509
Zfp712,zinc finger protein 712,2.530747557,1.402773606,1.668257671,0.286414631,0.78895057,0.991387,6.609278,6.596137,6.756752,6.933437,7.198547,6.84274
Zfp711,zinc finger protein 711,-0.588895237,-0.686765528,-0.715433889,-0.72964909,-0.281608187,-0.139489508,4.587212,4.581688,4.485676,4.594043,4.687223,4.579734
Zfp710,zinc finger protein 710,-0.813173016,-0.505390991,0.213011985,-0.466717102,0.157760555,-0.116620686,8.348404,8.12969,8.24562,8.115746,7.860498,7.96146
Zfp709,zinc finger protein 709,-1.519711718,-0.531805082,2.307907382,1.326557597,1.415847049,2.251936674,7.464649,7.453185,7.516607,7.761143,7.876563,7.771831
Zfp708,zinc finger protein 708,2.980175033,4.005067581,1.418675863,1.085448341,1.688561223,0.553959685,4.578765,4.656908,4.506679,4.633809,4.763024,4.356484
Zfp707,zinc finger protein 707,0.311828263,-0.124211637,-1.375072397,1.074213406,0.626042806,0.347155041,7.504439,7.485321,7.438244,7.50974,7.33828,7.305949
Zfp706,zinc finger protein 706,0.180491914,0.32453129,0.067320981,1.017485315,0.999125256,0.828817094,12.0316,12.38838,12.31406,12.22779,12.225,12.24358
Zfp704,zinc finger protein 704,-0.451421262,0.950543935,0.144000507,1.064700698,1.346914754,1.293694684,8.97265,8.874712,8.601203,10.04024,9.790704,9.840239
Zfp703,zinc finger protein 703,0.047542222,-0.062356037,-0.213660322,0.833351408,0.671368036,0.226651266,8.959482,9.201908,8.888494,9.158806,8.902095,9.094329
Zfp7,zinc finger protein 7,-0.033692571,0.693864062,0.437225786,0.583258213,-0.256490452,0.552055935,8.133881,8.439758,8.567301,8.799678,8.387352,8.353184
Zfp697,zinc finger protein 697,0.217547753,1.55688855,0.587591463,-0.490674175,0.9512705,-0.522594666,8.24342,7.959001,8.041574,7.817831,7.746189,7.919976
Zfp692,zinc finger protein 692,-1.010063657,-1.35323194,-0.556304898,-0.964742356,-1.300700214,-1.323745399,8.844201,8.574154,8.822562,9.127195,8.042704,8.674209
Zfp691,zinc finger protein 691,-3.117797575,-3.712958095,-3.064547839,-3.808242183,-3.359466419,-3.631912581,8.986366,8.654543,8.963474,8.333164,8.318384,8.357034
Zfp69,zinc finger protein 69,-0.211447393,-1.227031075,-0.842975303,-0.790522116,-0.441922171,-0.752597988,5.581033,5.62512,5.558806,5.546535,5.623875,5.159774
Zfp689,zinc finger protein 689,-0.47527256,-0.437816979,-0.035272299,1.349050452,0.629497425,1.312187544,7.622643,7.726391,7.473834,7.867569,7.402666,7.707415
Zfp688,zinc finger protein 688,-1.078188711,-2.070640314,-1.708094042,-0.404188406,-0.763833919,-1.126784402,8.171448,8.021897,8.111163,7.825758,7.502642,7.725824
Zfp687,zinc finger protein 687,-1.642209765,-2.244440624,-1.208009289,-2.400618507,-2.402067231,-2.775375487,9.401015,9.019016,9.306614,9.183455,8.893572,9.20903
Zfp68,zinc finger protein 68,2.021800041,2.436648423,2.365605524,2.331468558,3.982246273,2.703464832,8.941457,8.971639,8.953974,9.034129,9.126839,9.037559
Zfp677,zinc finger protein 677,3.274395685,4.082297213,3.549711907,3.167902818,3.625228753,3.88077635,5.83314,5.675759,5.720116,5.420011,5.648735,5.27234
Zfp672,zinc finger protein 672,0.900730663,0.4366901,0.740488112,0.758968344,0.736420881,-0.494521346,7.613565,7.667447,7.561365,7.546113,7.438886,7.482007
Zfp668,zinc finger protein 668,-0.795330136,-0.889517282,-1.28992033,-0.880131065,-0.466784244,-0.951631449,7.835485,7.781081,7.751399,7.934903,7.542191,7.758119
Zfp667,zinc finger protein 667,2.805531702,3.038339136,3.080241867,4.347252057,5.001597811,4.886219486,7.612246,7.128407,7.317417,7.0132,6.602036,6.754184
Zfp664,zinc finger protein 664,-0.623711965,0.20777256,-0.864740276,-0.377331104,-0.06311143,-0.236172121,8.045268,8.22686,8.143602,8.110536,8.140385,8.188517
Zfp663,zinc finger protein 663,-3.968367302,-4.207481998,-3.323640473,-4.9584766,-4.669615658,-5.585557071,5.246938,5.639132,5.697734,5.339797,5.820056,5.313926
Zfp661,zinc finger protein 661,0.12099943,0.025587348,0.294045193,0.696502578,0.552147484,-1.066563304,6.957236,7.0147,6.945112,6.963161,6.867712,7.006205
Zfp658,zinc finger protein 658,-1.478617436,-1.747576776,-1.009985211,-2.32688735,-2.672497503,-2.210877359,6.837286,6.786056,6.702923,6.946128,6.686876,6.639738
Zfp655,zinc finger protein 655,3.040248521,3.029604143,2.642317741,3.124739869,4.418753469,3.853392103,9.588406,9.319057,9.658745,9.922658,9.488614,10.00107
Zfp654,zinc finger protein 654,-2.701642555,-1.953186824,-1.684345903,-5.182387695,-3.500522264,-3.844043162,8.026252,8.0439,7.813004,8.116112,7.953971,8.097492
Zfp653,zinc finger protein 653,0.227706818,-0.068228496,0.184317576,0.16864587,0.09303211,0.195160304,8.645126,8.379693,8.390103,8.588541,8.56244,8.427922
Zfp652,zinc finger protein 652,0.014569836,-0.785386736,-0.396309945,0.270784342,-0.456866624,-0.137862491,9.687202,9.897414,9.787504,9.720073,9.509008,9.746181
Zfp651,zinc finger protein 651,-0.041883297,0.227332156,0.429614581,-0.018379658,-1.312179882,-0.346655355,8.342659,8.133178,8.168522,7.923764,7.945264,8.22019
Zfp648,zinc finger protein 648,2.178527183,-0.495025111,2.353452141,4.073681385,3.551866998,3.845650928,6.109429,5.930208,6.113331,6.307917,6.364353,5.995924
Zfp647,zinc finger protein 647,3.502797424,3.803230185,2.771519313,4.551246095,4.597347626,4.225587569,7.265621,7.26254,7.304253,7.222043,7.097726,7.29248
Zfp646,zinc finger protein 646,-2.704628194,-2.587425848,-1.789246954,-2.131463386,-1.471347019,-2.618393437,9.267212,9.098148,8.867294,9.280758,9.043776,9.40484
Zfp644,zinc finger protein 644,-0.945985843,0.019650539,0.158702088,0.648455936,-0.634605043,0.500505616,8.011676,8.052298,8.055019,8.107869,7.905077,8.179037
Zfp641,zinc finger protein 641,-1.46000526,-1.464971508,0.673185591,0.015265266,0.302842617,-0.790616438,6.896997,6.697431,6.815019,6.565197,6.804013,6.995869
Zfp639,zinc finger protein 639,0.304222829,0.06506666,0.125691811,-0.071301589,-0.056280015,0.253147102,8.284231,8.042044,8.14036,8.263741,8.061928,8.063057
Zfp637,zinc finger protein 637,1.983260277,2.494468347,2.096755545,2.730262265,2.922142497,3.077054871,8.52643,8.353476,8.408928,8.330236,7.911749,8.103172
Zfp629,zinc finger protein 629,-0.685020762,-0.637413961,-0.732398828,-0.507266099,-0.997038947,-0.125499359,7.374104,7.552777,7.448131,7.845095,7.438135,7.720022
Zfp628,zinc finger protein 628,-1.297304179,-1.35912687,-0.645245733,0.773271779,-0.317164108,0.206705823,8.813768,8.701665,8.561182,8.627051,8.106358,8.214712
Zfp626,zinc finger protein 626,2.287092505,2.131560669,2.045997175,1.812455595,2.271305553,1.033600977,6.150418,5.889363,5.885596,6.111233,6.119611,6.121281
Zfp623,zinc finger protein 623,-2.510963796,-2.88936131,-2.613530955,-2.745356459,0.896864602,-2.768131505,8.974703,9.494051,9.326556,9.39172,9.605778,9.53636
Zfp622,zinc finger protein 622,-0.037347726,-0.028466142,0.508517652,-0.310329418,-0.28602146,-0.18523146,10.04893,10.16833,10.14335,10.32481,10.39504,10.28467
Zfp62,zinc finger protein 62,0.887680315,1.102894204,0.569260371,0.991195317,0.526984391,1.118250722,8.697637,8.439584,8.475427,8.814196,8.545071,8.955558
Zfp619,zinc finger protein 619,3.385948709,1.308396624,3.328009253,1.327003315,0.352980863,0.233833897,7.146007,7.435059,6.931721,7.402097,7.305538,7.50997
Zfp618,zinc fingerprotein 618,-0.115060468,-0.398467812,0.030087685,-0.696005562,1.066989422,0.779276423,6.93327,6.501997,6.566897,6.381654,6.016419,6.019441
Zfp617,zinc finger protein 617,0.584061941,-0.803789382,-0.428667322,0.120165985,-0.2771595,-0.343383988,8.26161,8.403028,8.215382,8.293303,8.198122,8.43914
Zfp616,zinc finger protein 616,-0.108557368,-0.44792294,0.459423669,0.308777631,0.119976622,0.288461748,4.223529,3.774477,4.014265,4.097269,4.290935,4.019552
Zfp612,zinc finger protein 612,-0.655549705,-0.919787666,-0.722222973,-0.888173056,-1.228717198,-0.725476635,6.131028,6.501022,6.527857,6.503306,6.52187,6.309161
Zfp61,zinc finger protein 61,2.842107607,3.099404065,2.332772874,4.206272807,5.06738992,1.857827592,5.766542,5.558344,5.456532,6.001098,5.666694,5.53747
Zfp609,zinc finger protein 609,-0.655716454,0.003277465,0.125360965,-0.046899901,0.510303093,-0.64939884,9.487495,9.432347,9.32526,9.664038,9.435154,9.762383
Zfp608,zinc finger protein 608,3.666724583,2.601455319,4.176409272,3.87433618,4.54312333,3.616906467,8.824307,8.160395,8.407613,8.294143,7.924362,8.539387
Zfp607,zinc finger proten 607,1.403348822,1.983059843,1.251550273,1.285611873,1.759436203,0.898323335,7.339146,7.299991,7.147689,7.448956,7.23423,7.253124
Zfp606,zinc finger protein 606,2.253588731,1.290353719,0.691113536,1.819855251,1.357698048,0.970392907,7.396367,6.93717,7.346672,7.40266,6.718975,7.205616
Zfp605,zinc finger protein 605,-0.391819896,0.092712595,-0.199828382,1.622257933,2.190121143,1.838767059,5.769274,5.811651,5.939814,5.787075,5.99102,5.995004
Zfp60,zinc finger protein 60,-2.176431656,-0.775093285,-2.232642063,-3.429503536,1.341933233,0.445553346,6.178021,5.789906,5.955501,5.861198,5.966353,5.772706
Zfp599,zinc finger protein 599,3.237294975,3.555682503,3.159773953,3.508109778,2.711835872,4.920200463,4.560947,4.854222,5.065543,5.26649,5.286752,5.067475
